,movie_title,release_year,runtime
822,Operation Dumbo Drop,1995,107.0
823,The Promise,1995,115.0
824,The Promise,1995,115.0
825,The Promise,2005,98.0
826,The Promise,1979,97.0
827,The Promise,2017,130.0
828,The Promise,2016,131.0
829,Mrs. Winterbourne,1996,105.0
830,Solo,1996,94.0
831,Solo,2013,83.0
832,Solo,1980,29.0
833,Under The Domim Tree,1994,0.0
834,The Substitute,1996,114.0
835,The Substitute,2007,93.0
836,The Substitute,1993,86.0
837,The Substitute,1961,10.0
838,True Crime,1996,94.0
839,True Crime,1999,127.0
840,Butterfly Kiss,1995,88.0
841,Butterfly Kiss,2006,96.0
842,Feeling Minnesota,1996,99.0
843,Delta of Venus,1995,99.0
844,To Cross the Rubicon,1991,0.0
845,Angus,1995,90.0
846,Priest Daens,1992,138.0
847,Faces,1968,130.0
848,Boys,1996,86.0
849,Boys,1977,83.0
850,Boys,2014,78.0
851,The Quest,1996,95.0
852,Cosi,1996,102.0
853,Sunset Park,1996,99.0
854,Mulholland Falls,1996,107.0
855,The Truth About Cats & Dogs,1996,93.0
856,Oliver & Company,1988,74.0
857,Celtic Pride,1996,91.0
858,Flipper,1996,95.0
859,Flipper,1963,87.0
860,Captives,1994,100.0
861,Of Love and Shadows,1994,103.0
862,Dead Man,1995,121.0
863,The Horseman on the Roof,1995,135.0
864,Switchblade Sisters,1975,91.0
865,Mouth to Mouth,1995,106.0
866,Mouth to Mouth,2005,101.0
867,The Visitors,1993,107.0
868,The Visitors,1972,88.0
869,The Visitors,1988,102.0
870,Multiplicity,1996,117.0
871,"The Haunted World of Edward D. Wood, Jr.",1996,112.0
872,Two Friends,2002,86.0
873,Two Friends,2015,100.0
874,The Craft,1996,101.0
875,The Great White Hype,1996,91.0
876,Last Dance,1996,103.0
877,Cold Comfort Farm,1995,95.0
878,"Institute Benjamenta, or This Dream People Call Human Life",1995,104.0
879,Heaven's Prisoners,1996,132.0
880,Original Gangstas,1996,99.0
881,The Rock,1996,136.0
882,Getting Away with Murder,1996,91.0
883,Cemetery Man,1994,105.0
884,Twister,1996,113.0
885,Twister,1989,93.0
886,Barb Wire,1996,98.0
887,Le Garçu,1995,102.0
888,Honeymoon,1996,92.0
889,Honeymoon,1947,74.0
890,Honeymoon,2014,87.0
891,Honeymoon,2013,92.0
892,Ghost in the Shell,1995,83.0
893,Ghost in the Shell,2017,107.0
894,Thinner,1996,92.0
895,Spy Hard,1996,81.0
896,Brothers in Trouble,1995,102.0
897,A Close Shave,1995,30.0
898,Force of Evil,1948,78.0
899,The Stupids,1996,94.0
900,The Arrival,1996,115.0
901,The Man from Down Under,1943,103.0
902,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,95.0
903,Careful,1992,100.0
904,A Month by the Lake,1995,92.0
905,Gold Diggers: The Secret of Bear Mountain,1995,94.0
906,Kim,1950,113.0
907,Carmen Miranda: Bananas Is My Business,1995,91.0
908,Ashes of Time,1994,100.0
909,The Jar,1994,86.0
910,Maya Lin: A Strong Clear Vision,1995,105.0
911,Stalingrad,1993,134.0
912,Stalingrad,2013,131.0
913,Stalingrad,1989,196.0
914,The Phantom,1996,100.0
915,The Phantom,2000,87.0
916,The Phantom,2009,176.0
917,The Phantom,1984,90.0
918,The Phantom,1943,299.0
919,Striptease,1996,115.0
920,The Last of the High Kings,1996,102.0
921,Heavy,1995,105.0
922,Jack,1996,113.0
923,Jack,2013,88.0
924,Jack,2014,103.0
925,I Shot Andy Warhol,1996,103.0
926,The Grass Harp,1995,107.0
927,Someone Else's America,1995,96.0
928,Life is Rosy,1987,80.0
929,Quartier Mozart,1992,80.0
930,Touki Bouki,1973,85.0
931,God's Gift,1982,75.0
932,Spirits of the Dead,1968,121.0
933,Babyfever,1994,109.0
934,Pharaoh's  Army,1995,90.0
935,Trainspotting,1996,93.0
936,Til There Was You,1997,113.0
937,Independence Day,1996,145.0
938,Stealing Beauty,1996,116.0
939,The Fan,1996,116.0
940,The Fan,1981,95.0
941,The Hunchback of Notre Dame,1996,91.0
942,The Hunchback of Notre Dame,1956,115.0
943,The Hunchback of Notre Dame,1939,116.0
944,The Hunchback of Notre Dame,1923,113.0
945,The Cable Guy,1996,96.0
946,Kingpin,1996,113.0
947,Eraser,1996,115.0
948,The Gate of Heavenly Peace,1995,180.0
949,The Nutty Professor,1996,95.0
950,The Nutty Professor,1963,107.0
951,"I, the Worst of All",1990,105.0
952,An Unforgettable Summer,1994,82.0
953,A Hungarian Fairy Tale,1987,97.0
954,My Life and Times With Antonin Artaud,1993,90.0
955,Midnight Dancers,1994,100.0
956,Somebody to Love,1994,102.0
957,A Very Natural Thing,1974,80.0
958,The Old Lady Who Walked in the Sea,1991,0.0
959,Daylight,1996,115.0
960,Daylight,2011,74.0
961,Daylight,2013,115.0
962,The Frighteners,1996,110.0
963,Lone Star,1996,135.0
964,Harriet the Spy,1996,100.0
965,Phenomenon,1996,123.0
966,Walking and Talking,1996,86.0
967,She's the One,1996,96.0
968,A Time to Kill,1996,149.0
969,American Buffalo,1996,88.0
970,Rendezvous in Paris,1995,94.0
971,Alaska,1996,109.0
972,Fled,1996,98.0
973,Kazaam,1996,93.0
974,Magic Hunter,1994,106.0
975,Larger Than Life,1996,93.0
976,A Boy Called Hate,1996,0.0
977,Power 98,1996,89.0
978,Two Deaths,1995,102.0
979,A Very Brady Sequel,1996,90.0
980,Stefano Quantestorie,1993,82.0
981,Death in the Garden,1956,104.0
982,Hedd Wyn,1992,123.0
983,La Collectionneuse,1967,89.0
984,Kaspar Hauser,1993,139.0
985,Regular Guys,1996,100.0
987,The Convent,1995,91.0
988,The Convent,2000,79.0
989,The Adventures of Pinocchio,1996,90.0
990,Joe's Apartment,1996,78.0
991,The First Wives Club,1996,102.0
992,Stonewall,1995,99.0
993,Stonewall,2015,129.0
994,Ransom,1996,117.0
995,Ransom,1975,89.0
996,High School High,1996,86.0
997,Phat Beach,1996,89.0
998,Foxfire,1996,102.0
999,Foxfire,2012,123.0
1000,Chain Reaction,1996,107.0
1001,Chain Reaction,2006,101.0
1002,Matilda,1996,98.0
1003,Matilda,1978,105.0
1004,Emma,1996,121.0
1005,Emma,1996,107.0
1006,Emma,2009,240.0
1007,Emma,1932,72.0
1008,Emma,1972,240.0
1009,The Crow: City of Angels,1996,84.0
1010,House Arrest,1996,108.0
1011,Eyes Without a Face,1960,90.0
1012,Bordello of Blood,1996,87.0
1013,Lotto Land,1995,87.0
1014,The Story of Xinghua,1994,90.0
1015,The Day the Sun Turned Cold,1994,99.0
1016,Flirt,1995,85.0
1017,The Big Squeeze,1996,98.0
1018,The Spitfire Grill,1996,117.0
1019,Escape from L.A.,1996,97.0
1020,Cyclo,1995,123.0
1021,Basquiat,1996,108.0
1022,Tin Cup,1996,135.0
1023,Dingo,1991,109.0
1024,The Ballad of Narayama,1958,98.0
1025,The Ballad of Narayama,1983,130.0
1026,Every Other Weekend,1990,104.0
1027,Mille bolle blu,1993,0.0
1028,Crows and Sparrows,1949,113.0
1029,The Godfather,1972,175.0
1030,Maybe... Maybe Not,1994,90.0
1031,Police Story 3: Supercop,1992,95.0
1032,Manny & Lo,1996,88.0
1033,Wife,1953,89.0
1034,Wife,1953,89.0
1035,Small Faces,1996,108.0
1036,Bound,1996,108.0
1037,Bound,2015,90.0
1038,Carpool,1996,89.0
1039,Death in Brunswick,1990,109.0
1040,Kansas City,1996,116.0
1041,Gone Fishin',1997,94.0
1042,Lover's Knot,1996,82.0
1043,Vive L'Amour,1994,118.0
1044,Shadow of Angels,1976,101.0
1045,Killer: A Journal of Murder,1996,91.0
1046,Nothing to Lose,1994,0.0
1047,Nothing to Lose,1997,97.0
1048,Project S,1993,104.0
1049,Girls Town,1996,90.0
1050,Girls Town,1959,90.0
1051,Bye-Bye,1995,104.0
1052,The Relic,1997,110.0
1053,The Island of Dr. Moreau,1996,96.0
1054,The Island of Dr. Moreau,1977,99.0
1055,First Kid,1996,101.0
1056,The Trigger Effect,1996,94.0
1057,Sweet Nothing,1995,89.0
1058,Bogus,1996,110.0
1059,Bulletproof,1996,84.0
1060,Bulletproof,1988,94.0
1061,Talk of Angels,1998,96.0
1062,The Land Before Time III: The Time of the Great Giving,1995,71.0
1063,1-900,1994,0.0
1065,Halloween: The Curse of Michael Myers,1995,88.0
1066,Twelfth Night,1996,134.0
1067,Mother Night,1996,114.0
1068,Liebelei,1933,88.0
1069,Venice,2010,110.0
1070,Wild Reeds,1994,115.0
1071,For Whom the Bell Tolls,1943,170.0
1072,The Philadelphia Story,1940,112.0
1073,Singin' in the Rain,1952,103.0
1074,An American in Paris,1951,113.0
1075,Funny Face,1957,103.0
1076,Breakfast at Tiffany's,1961,110.0
1077,Vertigo,1958,128.0
1078,Rear Window,1954,112.0
1079,Rear Window,1998,89.0
1080,It Happened One Night,1934,105.0
1081,Gaslight,1944,114.0
1082,Gaslight,1940,84.0
1083,The Gay Divorcee,1934,107.0
1084,North by Northwest,1959,136.0
1085,The Apartment,1960,125.0
1086,The Apartment,1996,116.0
1087,Some Like It Hot,1959,122.0
1088,Charade,1963,113.0
1089,Casablanca,1942,102.0
1090,The Maltese Falcon,1941,100.0
1091,The Maltese Falcon,1931,80.0
1092,My Fair Lady,1964,170.0
1093,Sabrina,1995,127.0
1094,Sabrina,1954,113.0
1095,Roman Holiday,1953,119.0
1096,The Little Princess,1939,93.0
1097,Meet Me in St. Louis,1944,113.0
1098,The Wizard of Oz,1939,102.0
1099,The Wizard of Oz,1925,81.0
1100,Gone with the Wind,1939,238.0
1101,My Favorite Year,1982,92.0
1102,Sunset Boulevard,1950,110.0
1103,Citizen Kane,1941,119.0
1104,2001: A Space Odyssey,1968,149.0
1105,Golden Earrings,1947,95.0
1106,All About Eve,1950,138.0
1107,The Women,1939,133.0
1108,The Women,2008,114.0
1109,Rebecca,1940,130.0
1110,Foreign Correspondent,1940,120.0
1111,Notorious,1946,102.0
1112,Notorious,2009,122.0
1113,Spellbound,1945,111.0
1114,Spellbound,2002,97.0
1115,Spellbound,2011,114.0
1116,An Affair to Remember,1957,111.0
1117,To Catch a Thief,1955,106.0
1118,Father of the Bride,1950,92.0
1119,Father of the Bride,1991,105.0
1120,The Band Wagon,1953,112.0
1121,Ninotchka,1939,110.0
1122,Love in the Afternoon,1957,130.0
1123,Love in the Afternoon,1972,97.0
1124,Gigi,1958,116.0
1125,Gigi,1949,82.0
1126,The Reluctant Debutante,1958,94.0
1127,The Adventures of Robin Hood,1938,102.0
1128,The Mark of Zorro,1940,94.0
1129,The Mark of Zorro,1920,107.0
1130,Laura,1944,88.0
1131,The Ghost and Mrs. Muir,1947,104.0
1132,Lost Horizon,1937,97.0
1133,Lost Horizon,1973,143.0
1134,Top Hat,1935,101.0
1135,To Be or Not to Be,1942,99.0
1136,To Be or Not to Be,1983,107.0
1137,My Man Godfrey,1936,94.0
1138,My Man Godfrey,1957,92.0
1139,Giant,1956,201.0
1140,Giant,2009,88.0
1141,East of Eden,1955,115.0
1142,The Thin Man,1934,93.0
1143,His Girl Friday,1940,92.0
1144,Around the World in Eighty Days,1956,167.0
1145,It's a Wonderful Life,1946,130.0
1146,Mr. Smith Goes to Washington,1939,129.0
1147,Bringing Up Baby,1938,102.0
1148,Penny Serenade,1941,119.0
1149,The Scarlet Letter,1995,135.0
1150,The Scarlet Letter,1926,115.0
1151,The Scarlet Letter,1979,240.0
1152,The Scarlet Letter,1973,90.0
1153,Lady of Burlesque,1943,91.0
1154,Of Human Bondage,1934,83.0
1155,Angel on My Shoulder,1946,100.0
1156,Little Lord Fauntleroy,1936,102.0
1157,Little Lord Fauntleroy,1980,103.0
1158,They Made Me a Criminal,1939,92.0
1159,The Inspector General,1949,101.0
1160,Angel and the Badman,1947,100.0
1161,The 39 Steps,1935,86.0
1162,The 39 Steps,2008,90.0
1163,The 39 Steps,1959,93.0
1164,A Walk in the Sun,1945,117.0
1165,The Outlaw,1943,116.0
1166,Night of the Living Dead,1968,96.0
1167,Night of the Living Dead,1990,88.0
1168,The African Queen,1951,105.0
1169,Beat the Devil,1953,89.0
1170,Cat on a Hot Tin Roof,1958,108.0
1171,The Last Time I Saw Paris,1954,116.0
1172,Meet John Doe,1941,122.0
1173,Algiers,1938,96.0
1174,Something to Sing About,1937,93.0
1175,Something to Sing About,2000,87.0
1176,A Farewell to Arms,1932,89.0
1177,A Farewell to Arms,1932,89.0
1178,Moonlight Murder,1936,65.0
1179,Nothing Personal,1996,83.0
1180,Nothing Personal,2009,85.0
1181,"Yes, Madam",1985,93.0
1182,Dangerous Ground,1997,95.0
1183,Picnic,1955,115.0
1184,Picnic,1996,72.0
1185,Madagascar Skin,1995,96.0
1186,The Pompatus of Love,1996,99.0
1187,Small Wonders,1995,77.0
1188,Fly Away Home,1996,107.0
1189,Bliss,1997,103.0
1190,Bliss,1985,112.0
1191,Bliss,2007,105.0
1192,Grace of My Heart,1996,116.0
1193,Brother of Sleep,1995,127.0
1194,Maximum Risk,1996,100.0
1195,Michael Collins,1996,132.0
1196,The Rich Man's Wife,1996,94.0
1197,Infinity,1996,119.0
1198,Big Night,1996,107.0
1199,Last Man Standing,1996,101.0
1200,Last Man Standing,2011,84.0
1201,Caught,1996,110.0
1202,Caught,1949,88.0
1203,Caught,1987,115.0
1204,Caught,2015,82.0
1205,Set It Off,1996,118.0
1206,2 Days in the Valley,1996,104.0
1207,Curdled,1996,88.0
1208,L'associé,1979,94.0
1209,Ed's Next Move,1996,88.0
1210,Extreme Measures,1996,118.0
1211,The Glimmer Man,1996,92.0
1212,D3: The Mighty Ducks,1996,104.0
1213,The Chamber,1996,113.0
1214,The Apple Dumpling Gang,1975,100.0
1215,"Davy Crockett, King of the Wild Frontier",1955,93.0
1216,Escape to Witch Mountain,1975,97.0
1217,Escape to Witch Mountain,1995,87.0
1218,The Love Bug,1968,107.0
1219,The Love Bug,1997,88.0
1220,Herbie Rides Again,1974,88.0
1221,Old Yeller,1957,83.0
1222,The Parent Trap,1961,129.0
1223,The Parent Trap,1998,127.0
1224,Pollyanna,1960,134.0
1225,Pollyanna,2003,99.0
1226,Homeward Bound: The Incredible Journey,1993,84.0
1227,The Shaggy Dog,1959,104.0
1228,The Shaggy Dog,2006,98.0
1229,Swiss Family Robinson,1960,126.0
1230,That Darn Cat!,1965,112.0
1231,"20,000 Leagues Under the Sea",1954,127.0
1232,"20,000 Leagues Under the Sea",1916,105.0
1233,"20,000 Leagues Under the Sea",1997,158.0
1234,"20,000 Leagues Under the Sea",1997,95.0
1235,Cool Runnings,1993,98.0
1236,Angels in the Outfield,1994,102.0
1237,Angels in the Outfield,1951,99.0
1238,Cinderella,1950,74.0
1239,Cinderella,1997,88.0
1240,Cinderella,1914,52.0
1241,Cinderella,2002,48.0
1242,Cinderella,2011,180.0
1243,Cinderella,2015,105.0
1244,Cinderella,1947,80.0
1245,Cinderella,1957,77.0
1246,Cinderella,2000,90.0
1247,Cinderella,1899,5.0
1248,Cinderella,2012,91.0
1249,Winnie the Pooh and the Blustery Day,1968,25.0
1250,The Three Caballeros,1944,71.0
1251,The Sword in the Stone,1963,79.0
1252,So Dear to My Heart,1948,79.0
1253,Robin Hood: Prince of Thieves,1991,143.0
1254,Mary Poppins,1964,139.0
1255,Dumbo,1941,64.0
1256,Pete's Dragon,1977,128.0
1257,Pete's Dragon,2016,102.0
1258,Bedknobs and Broomsticks,1971,117.0
1259,Alice in Wonderland,1951,75.0
1260,Alice in Wonderland,1999,150.0
1261,Alice in Wonderland,1985,187.0
1262,Alice in Wonderland,2010,108.0
1263,Alice in Wonderland,1933,76.0
1264,Alice in Wonderland,1966,72.0
1265,Alice in Wonderland,1915,52.0
1266,Alice in Wonderland,1981,30.0
1267,Alice in Wonderland,1903,9.0
1268,The Fox and the Hound,1981,82.0
1269,Freeway,1996,110.0
1270,Freeway,1988,102.0
1271,The Sound of Music,1965,174.0
1272,Die Hard,1988,131.0
1273,The Lawnmower Man,1992,108.0
1274,Unhook the Stars,1996,103.0
1275,Synthetic Pleasures,1995,85.0
1276,The Secret Agent,1996,95.0
1277,Secrets & Lies,1996,142.0
1278,That Thing You Do!,1996,108.0
1279,To Gillian on Her 37th Birthday,1996,93.0
1280,Surviving Picasso,1996,125.0
1281,Love Is All There Is,1996,105.0
1282,Beautiful Thing,1996,90.0
1283,The Long Kiss Goodnight,1996,120.0
1284,The Ghost and the Darkness,1996,109.0
1285,Looking for Richard,1996,112.0
1286,Trees Lounge,1996,95.0
1287,The Proprietor,1996,0.0
1288,Normal Life,1996,101.0
1289,Get on the Bus,1996,120.0
1290,Shadow Conspiracy,1997,103.0
1291,Jude,1996,123.0
1292,Everyone Says I Love You,1996,101.0
1293,Bitter Sugar,1996,102.0
1294,Romeo + Juliet,1996,120.0
1295,Swingers,1996,94.0
1296,Swingers,2002,93.0
1297,Sleepers,1996,147.0
1298,The Sunchaser,1996,122.0
1299,Johns,1996,96.0
1300,Aladdin and the King of Thieves,1996,81.0
1301,The Woman in Question,1952,88.0
1302,Shall We Dance,1937,109.0
1303,A Damsel in Distress,1937,101.0
1304,Crossfire,1947,86.0
1305,"Murder, My Sweet",1944,95.0
1306,Macao,1952,81.0
1307,For the Moment,1993,115.0
1308,Willy Wonka & the Chocolate Factory,1971,100.0
1309,The Sexual Life of the Belgians,1994,85.0
1310,The Innocents,1961,100.0
1311,The Innocents,1987,96.0
1312,The Innocents,2016,115.0
1313,Sleeper,1973,89.0
1314,Bananas,1971,82.0
1315,A Fish Called Wanda,1988,108.0
1316,Life of Brian,1979,94.0
1317,Victor/Victoria,1982,132.0
1318,The Candidate,1972,110.0
1319,The Candidate,2008,90.0
1320,The Great Race,1965,160.0
1321,Bonnie and Clyde,1967,111.0
1322,The Old Man and the Sea,1958,86.0
1323,The Old Man and the Sea,1990,93.0
1324,The Old Man and the Sea,1999,20.0
1325,Dial M for Murder,1954,104.0
1326,Madame Butterfly,1995,135.0
1327,Dirty Dancing,1987,100.0
1328,Dirty Dancing,2017,130.0
1329,Reservoir Dogs,1992,99.0
1330,Platoon,1986,120.0
1331,Weekend at Bernie's,1989,97.0
1332,Basic Instinct,1992,127.0
1333,The Doors,1991,140.0
1334,The Crying Game,1992,112.0
1335,Glengarry Glen Ross,1992,100.0
1336,Sophie's Choice,1982,151.0
1337,E.T. the Extra-Terrestrial,1982,115.0
1338,The Search for One-eye Jimmy,1994,80.0
1339,A Christmas Carol,1938,69.0
1340,A Christmas Carol,1984,100.0
1341,A Christmas Carol,2009,96.0
1342,A Christmas Carol,1999,95.0
1343,A Christmas Carol,1977,58.0
1344,A Christmas Carol,1997,72.0
1345,A Christmas Carol,2004,87.0
1346,Days of Thunder,1990,107.0
1347,Top Gun,1986,110.0
1348,American Strays,1996,97.0
1349,Rebel Without a Cause,1955,111.0
1350,A Streetcar Named Desire,1951,125.0
1351,A Streetcar Named Desire,1984,119.0
1352,A Streetcar Named Desire,1995,156.0
1353,Children of the Corn IV: The Gathering,1996,85.0
1354,The Leopard Son,1996,87.0
1355,Charm's  Incidents,1996,88.0
1356,Bird of Prey,1995,105.0
1357,Microcosmos,1996,80.0
1358,Palookaville,1995,92.0
1359,The Associate,1996,114.0
1360,The Funeral,1996,99.0
1361,The Funeral,1984,124.0
1362,The Sleepover,2013,6.0
1363,A Single Girl,1995,90.0
1364,The Eighth Day,1996,118.0
1365,The Eighth Day,1979,96.0
1366,North Star,1996,90.0
1367,Drunks,1997,90.0
1368,The People vs. Larry Flynt,1996,129.0
1369,Glory Daze,1995,100.0
1370,A Perfect Candidate,1996,105.0
1371,On Golden Pond,1981,109.0
1372,The Return of the Pink Panther,1975,113.0
1373,Drop Dead Fred,1991,103.0
1374,The Abyss,1989,139.0
1375,The Abyss,1910,38.0
1376,The Fog,1980,89.0
1377,The Fog,2005,100.0
1378,The Fog,2010,151.0
1379,Escape from New York,1981,99.0
1380,The Howling,1981,91.0
1381,Jean de Florette,1986,120.0
1382,Manon of the Spring,1986,120.0
1383,Manon of the Spring,1952,225.0
1384,Johnny 100 Pesos,1993,90.0
1385,Private Benjamin,1980,109.0
1386,Monty Python and the Holy Grail,1975,91.0
1387,Hustler White,1996,79.0
1388,Dadetown,1995,93.0
1389,Everything Relative,1996,110.0
1390,Entertaining Angels - The Dorothy Day Story,1996,112.0
1391,Three Lives and Only One Death,1996,123.0
1392,The Line King: The Al Hirschfeld Story,1996,86.0
1393,Snowriders,1996,96.0
1394,Curtis's Charm,1995,74.0
1395,When We Were Kings,1996,89.0
1396,The Wrong Trousers,1993,30.0
1397,JLG/JLG: Self-Portrait in December,1995,62.0
1398,The Return of Martin Guerre,1982,122.0
1399,Faust,1994,97.0
1400,Faust,1926,116.0
1401,Faust,2011,140.0
1402,Faust,1960,128.0
1403,He Walked by Night,1948,79.0
1404,Raw Deal,1948,79.0
1405,Raw Deal,1986,106.0
1406,T-Men,1947,92.0
1407,The Children Are Watching Us,1944,84.0
1408,Pastoral Symphony,1946,110.0
1409,Here Comes Cookie,1935,65.0
1410,Love In Bloom,1935,75.0
1411,Six of a Kind,1934,62.0
1412,The Tin Drum,1979,142.0
1413,The Ruling Class,1972,154.0
1414,Mina Tannenbaum,1994,0.0
1415,2 or 3 Things I Know About Her,1967,100.0
1416,The Bloody Child,1996,85.0
1417,Dear God,1996,112.0
1418,Bad Moon,1996,80.0
1419,American Dream,1990,98.0
1420,Best of the Best 3: No Turning Back,1995,90.0
1421,Bob Roberts,1992,102.0
1422,Cinema Paradiso,1988,124.0
1423,"The Cook, the Thief, His Wife & Her Lover",1989,125.0
1424,Dead Tired,1994,0.0
1425,Delicatessen,1991,99.0
1426,The Double Life of Veronique,1991,97.0
1427,Enchanted April,1991,89.0
1428,Enchanted April,1935,66.0
1429,Paths of Glory,1957,88.0
1430,The Grifters,1990,110.0
1431,Hear My Song,1991,113.0
1432,The Shooter,1997,91.0
1433,The English Patient,1996,162.0
1434,Mediterraneo,1991,96.0
1435,My Left Foot: The Story of Christy Brown,1989,103.0
1436,"Sex, Lies, and Videotape",1989,100.0
1437,Passion Fish,1992,135.0
1438,Strictly Ballroom,1992,94.0
1439,The Thin Blue Line,1988,103.0
1440,Tie Me Up! Tie Me Down!,1989,111.0
1441,Madonna: Truth or Dare,1991,119.0
1442,Paris is Burning,1990,71.0
1443,One Flew Over the Cuckoo's Nest,1975,133.0
1444,Up in Smoke,1978,86.0
1445,The Empire Strikes Back,1980,124.0
1446,The Princess Bride,1987,98.0
1447,Raiders of the Lost Ark,1981,115.0
1448,Brazil,1985,132.0
1449,Aliens,1986,137.0
1450,"The Good, the Bad and the Ugly",1966,161.0
1451,Withnail & I,1987,107.0
1452,12 Angry Men,1957,96.0
1453,12 Angry Men,1997,117.0
1454,Lawrence of Arabia,1962,216.0
1455,A Clockwork Orange,1971,136.0
1456,To Kill a Mockingbird,1962,129.0
1457,Apocalypse Now,1979,153.0
1458,Once Upon a Time in the West,1968,175.0
1459,Return of the Jedi,1983,135.0
1460,Wings of Desire,1987,128.0
1461,The Third Man,1949,104.0
1462,GoodFellas,1990,145.0
1463,Alien,1979,117.0
1464,Army of Darkness,1992,81.0
1465,The Big Blue,1988,168.0
1466,Ran,1985,162.0
1467,The Killer,1989,110.0
1468,Psycho,1960,109.0
1469,Psycho,1998,105.0
1470,The Blues Brothers,1980,133.0
1471,The Godfather: Part II,1974,200.0
1472,Full Metal Jacket,1987,116.0
1473,A Grand Day Out,1990,23.0
