,movie_title
1295,The Great Escape
1296,The Deer Hunter
1297,Diva
1298,Groundhog Day
1299,Unforgiven
1300,The Manchurian Candidate
1301,Pump up the Volume
1302,Arsenic and Old Lace
1303,Back to the Future
1304,Fried Green Tomatoes
1305,Patton
1306,Down by Law
1307,Akira
1308,Highlander
1309,Cool Hand Luke
1310,Cyrano de Bergerac
1311,Young Frankenstein
1312,Night on Earth
1313,Raise the Red Lantern
1314,The Great Dictator
1315,Fantasia
1316,Fantasia
1317,Fantasia
1318,Fantasia
1319,Fantasia
1320,Fantasia
1321,Fantasia
1322,Fantasia
1323,Fantasia
1324,Fantasia
1325,Fantasia
1326,Fantasia
1327,High Noon
1328,The Big Sleep
1329,Heathers
1330,Somewhere in Time
1331,Ben-Hur
1332,This Is Spinal Tap
1333,Koyaanisqatsi
1334,Some Kind of Wonderful
1335,Indiana Jones and the Last Crusade
1336,Being There
1337,Gandhi
1338,The Unbearable Lightness of Being
1339,A Room with a View
1340,Real Genius
1341,Pink Floyd: The Wall
1342,The Killing Fields
1343,My Life as a Dog
1344,Forbidden Planet
1345,Field of Dreams
1346,The Man Who Would Be King
1347,Butch Cassidy and the Sundance Kid
1348,"Paris, Texas"
1349,Until the End of the World
1350,When Harry Met Sally...
1351,I Shot a Man in Vegas
1352,Parallel Sons
1353,Hype!
1354,Santa with Muscles
1355,Female Perversions
1356,Mad Dog Time
1357,Breathing Room
1358,Paris Was a Woman
1359,I'm Not Rappaport
1360,Blue Juice
1361,Kids of Survival
1362,Alien³
1363,An American Werewolf in London
1364,Amityville: It's About Time
1365,Amityville 3-D
1366,Amityville: Dollhouse
1367,Amityville: A New Generation
1368,Amityville II: The Possession
1369,The Amityville Horror
1370,The Amityville Curse
1371,Blood for Dracula
1372,April Fool's Day
1373,Audrey Rose
1374,The Believers
1375,The Birds
1376,The Blob
1377,Blood Beach
1378,Body Parts
1379,The Body Snatcher
1380,Dracula
1381,Bride of Frankenstein
1382,Burnt Offerings
1383,Candyman
1384,Cape Fear
1385,Cape Fear
1386,Carrie
1387,Cat People
1388,A Nightmare on Elm Street
1389,Nosferatu
1390,Vampire in Venice
1391,Vampire in Venice
1392,Vampire in Venice
1393,Vampire in Venice
1394,Vampire in Venice
1395,The Omen
1396,Blood and Wine
1397,Albino Alligator
1398,The Mirror Has Two Faces
1399,Breaking the Waves
1400,Nightwatch
1401,Star Trek: First Contact
1402,Shine
1403,Sling Blade
1404,Jingle All the Way
1405,Identification of a Woman
1406,Paradise Lost: The Child Murders at Robin Hood Hills
1407,Paradise Lost: The Child Murders at Robin Hood Hills
1408,The Preacher's Wife
1409,Zero Kelvin
1410,Ridicule
1411,The Crucible
1412,101 Dalmatians
1413,The Forbidden Christ
1414,I Can't Sleep
1415,Die Hard 2
1416,Star Trek: The Motion Picture
1417,Star Trek VI: The Undiscovered Country
1418,Star Trek V: The Final Frontier
1419,Star Trek II: The Wrath of Khan
1420,Star Trek III: The Search for Spock
1421,Star Trek IV: The Voyage Home
1422,Batman Returns
1423,Young Guns
1424,Young Guns II
1425,Grease
1426,Grease 2
1427,Marked for Death
1428,Adrenalin: Fear the Rush
1429,The Substance of Fire
1430,Under Siege
1431,Terror in a Texas Town
1432,Jaws
1433,Jaws 2
1434,Jaws 3-D
1435,My Fellow Americans
1436,Mars Attacks!
1437,Citizen Ruth
1438,Jerry Maguire
1439,Raising Arizona
1440,Raising Arizona
1441,Tin Men
1442,Sneakers
1443,Bastard Out of Carolina
1444,In Love and War
1445,Marvin's Room
1446,Somebody Is Waiting
1447,Ghosts of Mississippi
1448,Night Falls on Manhattan
1449,Beavis and Butt-Head Do America
1450,La Cérémonie
1451,Scream
1452,The Last of the Mohicans
1453,Michael
1454,The Evening Star
1455,Hamlet
1456,Some Mother's Son
1457,The Whole Wide World
1458,Mother
1459,Thieves
1460,Evita
1461,The Portrait of a Lady
1462,Walkabout
1463,Message to Love: The Isle of Wight Festival
1464,Murder at 1600
1465,Hearts and Minds
1466,Inside
1467,Fierce Creatures
1468,Fierce Creatures
1469,Zeus & Roxanne
1470,Turbulence
1471,Angel Baby
1472,First Strike
1473,Underworld
1474,Beverly Hills Ninja
1475,Metro
1476,The Machine
1477,Falling in Love Again
1478,The Cement Garden
1479,Dante's Peak
1480,Meet Wally Sparks
1481,Amos & Andrew
1482,Benny & Joon
1483,Prefontaine
1484,A Tickle in the Heart
1485,Guantanamera
1486,Guantanamera
1487,McHale's Navy
1488,Kolya
1489,Gridlock'd
1490,Fire on the Mountain
1491,Waiting for Guffman
1492,Prisoner of the Mountains
1493,The Beautician and the Beast
1494,SubUrbia
1495,Hotel de Love
1496,The Pest
1497,Fools Rush In
1498,Touch
1499,Absolute Power
1500,That Darn Cat
1501,Vegas Vacation
1502,Unforgotten: Twenty-Five Years After Willowbrook
1503,That Old Feeling
1504,Lost Highway
1505,Rosewood
1506,Donnie Brasco
1507,Salut cousin !
1508,Booty Call
1509,Rhyme & Reason
1510,Boys Life 2
1511,Boys Life 2
1512,Boys Life 2
1513,Boys Life 2
1514,City of Industry
1515,Best Men
1516,Jungle 2 Jungle
1517,Kama Sutra - A Tale of Love
1518,Private Parts
1519,Love Jones
1520,The Saint
1521,Smilla's Sense of Snow
1522,The Van
1523,Crash
1524,The Daytrippers
1525,Liar Liar
1526,The Quiet Room
1527,Selena
1528,The Devil's Own
1529,Cats Don't Dance
1530,B.A.P.S.
1531,Love and Other Catastrophes
1532,Turbo: A Power Rangers Movie
1533,Turbo: A Power Rangers Movie
1534,Anna Karenina
1535,Double Team
1536,Inventing the Abbotts
1537,Anaconda
1538,Grosse Pointe Blank
1539,Keys to Tulsa
1540,Kissed
1541,8 Heads in a Duffel Bag
1542,Hollow Reed
1543,Paradise Road
1544,Traveller
1545,All Over Me
1546,A Brother's Kiss
1547,A Chef in Love
1548,Romy and Michele's High School Reunion
1549,Temptress Moon
1550,Volcano
1551,Children of the Revolution
1552,Austin Powers: International Man of Mystery
1553,Breakdown
1554,Broken English
1555,Commandments
1556,Ripe
1557,"Truth or Consequences, N.M."
1558,The Turning
1559,Warriors of Virtue
1560,Fathers' Day
1561,The Fifth Element
1562,Intimate Relations
1563,Nowhere
1564,Losing Chase
1565,Sprung
1566,The Promise
1567,The Promise
1568,The Promise
1569,The Promise
1570,Le Bonheur
1571,Love! Valour! Compassion!
1572,Shall We Dance?
1573,The Second Jungle Book: Mowgli & Baloo
1574,The Second Jungle Book: Mowgli & Baloo
1575,Twin Town
1576,Addicted to Love
1577,Brassed Off
1578,The Designated Mourner
1579,The Lost World: Jurassic Park
1580,Ponette
1581,Schizopolis
1582,Shiloh
1583,The War at Home
1584,Rough Magic
1585,Trial and Error
1586,Buddy
1587,Con Air
1588,Late Bloomers
1589,The Pillow Book
1590,To Have (Or Not)
1591,Speed 2: Cruise Control
1592,Squeeze
1593,Sudden Manhattan
1594,The Next Step
1595,Wedding Bell Blues
1596,Batman & Robin
1597,Dream with the Fishes
1598,Roseanna's Grave
1599,Head Above Water
1600,Hercules
1601,Hercules
1602,The Last Time I Committed Suicide
1603,MURDER and murder
1604,My Best Friend's Wedding
1605,Tetsuo II: Body Hammer
1606,When the Cat's Away
1607,Contempt
1608,Face/Off
1609,Fall
1610,Gabbeh
1611,Mondo
1612,The Innocent Sleep
1613,For Ever Mozart
1614,Men in Black
1615,Out to Sea
1616,Wild America
1617,A Simple Wish
1618,Contact
1619,Love Serenade
1620,G.I. Jane
1621,Conan the Barbarian
1622,George of the Jungle
1623,Cop Land
1624,Event Horizon
1625,Spawn
1626,Air Bud
1627,Picture Perfect
1628,In the Company of Men
1629,Free Willy 3: The Rescue
1630,Career Girls
1631,Conspiracy Theory
1632,Desperate Measures
1633,Steel
1634,She's So Lovely
1635,Hoodlum
1636,Leave it to Beaver
1637,Mimic
1638,Money Talks
1639,Excess Baggage
1640,Kull the Conqueror
1641,Air Force One
1642,One Eight Seven
1643,The Hunt for Red October
1644,My Own Private Idaho
1645,"Kiss Me, Guido"
1646,Star Maps
1647,In & Out
1648,The Edge
1649,The Peacemaker
1650,L.A. Confidential
1651,Seven Years in Tibet
1652,Kiss the Girls
1653,Soul Food
1654,Kicked in the Head
1655,Wishmaster
1656,A Thousand Acres
1657,The Game
1658,Fire Down Below
1659,U Turn
1660,The Locusts
1661,The Matchmaker
1662,The Assignment
1663,A Smile Like Yours
1664,Ulee's Gold
1665,The Ice Storm
1666,Stag
1667,Chasing Amy
1668,Def Jam's How to Be a Player
1669,The Full Monty
1670,Alive and Kicking
1671,Mrs Brown
1672,I Know What You Did Last Summer
1673,The Devil's Advocate
1674,RocketMan
1675,Playing God
1676,The House of Yes
1677,"Fast, Cheap & Out of Control"
1678,Washington Square
1679,Telling Lies In America
1680,Year of the Horse
1681,Gattaca
1682,FairyTale: A True Story
1683,Phantoms
1684,Swept from the Sea
1685,Wonderland
1686,A Life Less Ordinary
1687,Hurricane Streets
1688,Eve's Bayou
1689,Switchback
1690,Gang Related
1691,Stripes
1692,Nenette and Boni
1693,Bean
1694,Hugo Pool
1695,Mad City
1696,One Night Stand
1697,The Tango Lesson
1698,Welcome to Sarajevo
1699,Deceiver
1700,Deceiver
1701,The Rainmaker
1702,Boogie Nights
1703,Witness
1704,Incognito
1705,Starship Troopers
1706,Critical Care
1707,The Joy Luck Club
1708,Chairman of the Board
1709,Sliding Doors
1710,Mortal Kombat: Annihilation
1711,The Truman Show
1712,The Wings of the Dove
1713,Mrs. Dalloway
1714,"I Love You, I Love You Not"
1715,Red Corner
1716,The Jackal
1717,Anastasia
1718,Anastasia
1719,The Man Who Knew Too Little
1720,Alien: Resurrection
1721,Alien Escape
1722,Amistad
1723,The Apostle
1724,Artemisia
1725,Bent
1726,Bang
1727,The Boys
1728,The Butcher Boy
1729,Deconstructing Harry
1730,Flubber
1731,For Richer or Poorer
1732,Good Will Hunting
1733,Guy
1734,Tar
1735,Home Alone 3
1736,Ill Gotten Gains
1737,Man of Her Dreams
1738,Midnight in the Garden of Good and Evil
1739,MouseHunt
1740,Never Met Picasso
1741,Office Killer
1742,Other Voices Other Rooms
1743,Scream 2
1744,Stranger in the House
1745,The Sweet Hereafter
1746,Time Tracers
1747,Titanic
1748,Tomorrow Never Dies
1749,Twisted
1750,Full Speed
1751,The Education of Little Tree
1752,The Postman
1753,The Horse Whisperer
1754,The Winter Guest
1755,Jackie Brown
1756,Kundun
1757,Mr. Magoo
1758,The Big Lebowski
1759,Afterglow
1760,My Life in Pink
1761,Great Expectations
1762,3 Ninjas: High Noon at Mega Mountain
1763,Men of Means
1764,Caught Up
1765,Arguing the World
1766,Firestorm
1767,Senseless
1768,Wag the Dog
1769,Dark City
1770,The Leading Man
1771,Star Kid
1772,Hard Rain
1773,Half Baked
1774,Fallen
1775,Shooting Fish
1776,The Prophecy II
1777,Fallen Angels
1778,Four Days in September
1779,Spice World
1780,Deep Rising
1781,Tainted
1782,A Letter from Death Row
1783,Music from Another Room
1784,Mother and Son
1785,The Replacement Killers
1786,B. Monkey
1787,The Night Flier
1788,Blues Brothers 2000
1789,Tokyo Fist
1790,Ride
1791,The Wedding Singer
1792,Sphere
1793,Ayn Rand: A Sense of Life
1794,A Further Gesture
1795,Little City
1796,Palmetto
1797,As Good as It Gets
1798,King of New York
1799,A Paralyzing Fear: The Story of Polio in America
1800,Men with Guns
1801,Twilight
1802,U.S. Marshals
1803,Welcome to Woop Woop
1804,Love and Death on Long Island
1805,Midaq Alley
1806,In God's Hands
1807,Everest
1808,Everest
1809,Everest
1810,Hush
1811,Suicide Kings
1812,The Man in the Iron Mask
1813,The Newton Boys
1814,Wild Things
1815,Paulie
1816,"A Cool, Dry Place"
1817,Fireworks
1818,Primary Colors
1819,"Niagara, Niagara"
1820,Wide Awake
1821,A Price Above Rubies
1822,Eden
1823,Two Girls and a Guy
1824,No Looking Back
1825,Storefront Hitchcock
1826,The Proposition
1827,The Object of My Affection
1828,Meet the Deedles
1829,Homegrown
1830,The Players Club
1831,Barney's Great Adventure
1832,The Big One
1833,Chinese Box
1834,Lost in Space
1835,Heaven's Burning
1836,Mercury Rising
1837,The Spanish Prisoner
1838,City of Angels
1839,The Last Days of Disco
1840,The Odd Couple II
1841,My Giant
1842,He Got Game
1843,The Gingerbread Man
1844,Illtown
1845,Slappy and the Stinkers
1846,Live Flesh
1847,Zero Effect
1848,Nil by Mouth
1849,Ratchet
1850,The Borrowers
1851,Prince Valiant
1852,"I Love You, Don't Touch Me!"
1853,Leather Jacket Love Story
1854,Love Walked In
1855,"An Alan Smithee Film: Burn, Hollywood, Burn"
1856,"An Alan Smithee Film: Burn, Hollywood, Burn"
1857,Kissing a Fool
1858,Krippendorf's Tribe
1859,Kurt & Courtney
1860,The Real Blonde
1861,Mr. Nice Guy
1862,Taste of Cherry
1863,Character
1864,Junk Mail
1865,Species II
1866,Major League: Back to the Minors
1867,Sour Grapes
1868,Wild Man Blues
1869,The Big Hit
1870,Tarzan and the Lost City
1871,Black Dog
1872,"Dancer, Texas Pop. 81"
1873,A Friend of the Deceased
1874,A Friend of the Deceased
1875,Go Now
1876,Les Misérables
1877,Still Breathing
1878,Clockwatchers
1879,Deep Impact
1880,Little Men
1881,Woo
1882,The Hanging Garden
1883,Lawn Dogs
1884,Quest for Camelot
1885,Godzilla
1886,Bulworth
1887,Fear and Loathing in Las Vegas
1888,The Opposite of Sex
1889,I Got the Hook Up
1890,Almost Heroes
1891,Hope Floats
1892,Insomnia
1893,Little Boy Blue
1894,The Ugly
1895,A Perfect Murder
1896,Beyond Silence
1897,Six Days Seven Nights
1898,Can't Hardly Wait
1899,Can't Hardly Wait
1900,Cousin Bette
1901,High Art
1902,The Land Girls
1903,Passion in the Desert
1904,Children of Heaven
1905,Dear Jesse
1906,Dream for an Insomniac
1907,Hav Plenty
1908,Henry Fool
1909,Marie from the Bay of Angels
1910,Mr. Jealousy
1911,Mulan
1912,Mulan
1913,Resurrection Man
1914,The X Files
1915,I Went Down
1916,Doctor Dolittle
1917,Out of Sight
1918,Picnic at Hanging Rock
1919,Smoke Signals
1920,Voyage to the Beginning of the World
1921,Buffalo '66
1922,Armageddon
1923,Lethal Weapon 4
1924,Madeline
1925,Small Soldiers
1926,Pi
1927,Whatever
1928,There's Something About Mary
1929,There's Something About Mary
1930,Plan 9 from Outer Space
1931,Wings
1932,The Broadway Melody
1933,All Quiet on the Western Front
1934,Cimarron
1935,Grand Hotel
1936,Cavalcade
1937,Mutiny on the Bounty
1938,The Great Ziegfeld
1939,The Life of Emile Zola
1940,You Can't Take It With You
1941,How Green Was My Valley
1942,Mrs. Miniver
1943,Going My Way
1944,The Lost Weekend
1945,The Best Years of Our Lives
1946,Gentleman's Agreement
1947,Hamlet
1948,All the King's Men
1949,The Greatest Show on Earth
1950,From Here to Eternity
1951,On the Waterfront
1952,Marty
1953,West Side Story
1954,West Side Story
1955,Tom Jones
1956,A Man for All Seasons
1957,In the Heat of the Night
1958,Oliver!
1959,Midnight Cowboy
1960,The French Connection
1961,Rocky
1962,Kramer vs. Kramer
1963,Ordinary People
1964,Chariots of Fire
1965,Terms of Endearment
1966,Out of Africa
1967,The Last Emperor
1968,Rain Man
1969,Driving Miss Daisy
1970,Take the Money and Run
1971,Klute
1972,Repo Man
1973,Metropolitan
1974,Labyrinth
1975,The Breakfast Club
1976,A Nightmare on Elm Street Part 2: Freddy's Revenge
1977,A Nightmare on Elm Street 3: Dream Warriors
1978,A Nightmare on Elm Street 4: The Dream Master
1979,A Nightmare on Elm Street 5: The Dream Child
1980,Freddy's Dead: The Final Nightmare
1981,Friday the 13th
1982,Friday the 13th Part 2
1983,Friday the 13th Part III
1984,Friday the 13th: The Final Chapter
1985,Friday the 13th: A New Beginning
1986,Friday the 13th Part VI: Jason Lives
1987,Friday the 13th Part VII: The New Blood
1988,Friday the 13th Part VIII: Jason Takes Manhattan
1989,Halloween
1990,Halloween II
1991,Halloween III: Season of the Witch
1992,Halloween 4: The Return of Michael Myers
1993,Halloween 5: The Revenge of Michael Myers
1994,Prom Night
1995,Hello Mary Lou: Prom Night II
1996,Prom Night III: The Last Kiss
1997,Prom Night III: The Last Kiss
1998,Prom Night IV: Deliver Us from Evil
1999,Child's Play
2000,Child's Play 2
2001,Child's Play 3
2002,Poltergeist
2003,Poltergeist II: The Other Side
2004,Poltergeist III
2005,The Exorcist
2006,Exorcist II: The Heretic
2007,The Exorcist III
2008,Lethal Weapon
2009,Lethal Weapon 2
2010,Lethal Weapon 3
2011,Gremlins
2012,Gremlins 2: The New Batch
2013,The Goonies
2014,The Mask of Zorro
2015,Polish Wedding
2016,"This World, Then the Fireworks"
2017,Soylent Green
2018,Metropolis
2019,Back to the Future Part II
2020,Back to the Future Part III
2021,The Poseidon Adventure
2022,The Poseidon Adventure
2023,Freaky Friday
2024,The Absent-Minded Professor
2025,The Apple Dumpling Gang Rides Again
2026,Babes in Toyland
2027,Babes in Toyland
2028,Bambi
2029,Bambi
2030,Bambi
2031,Bambi
2032,Bambi
2033,Bambi
2034,Bambi
2035,Seven Samurai
2036,Dangerous Liaisons
2037,Dune
2038,The Last Temptation of Christ
2039,The Godfather: Part III
2040,The Rapture
2041,Lolita
2042,Disturbing Behavior
2043,Jane Austen's Mafia!
2044,Saving Private Ryan
2045,Billy's Hollywood Screen Kiss
2046,East Palace West Palace
2047,The Million Dollar Duck
2048,The Barefoot Executive
2049,The Black Cauldron
2050,The Black Cauldron
2051,The Black Hole
2052,Blackbeard's Ghost
2053,Blank Check
2054,Candleshoe
2055,The Cat from Outer Space
2056,Cheetah
2057,The Computer Wore Tennis Shoes
2058,Condorman
2059,D2: The Mighty Ducks
2060,Darby O'Gill and the Little People
2061,The Devil and Max Devlin
2062,A Far Off Place
2063,Flight of the Navigator
2064,The Gnome-Mobile
2065,The Great Mouse Detective
2066,The Great Mouse Detective
2067,The Great Mouse Detective
2068,The Great Mouse Detective
2069,The Happiest Millionaire
2070,Herbie Goes Bananas
2071,Herbie Goes To Monte Carlo
2072,Hocus Pocus
2073,Honey I Blew Up the Kid
2074,"Honey, I Shrunk the Kids"
2075,Hot Lead & Cold Feet
2076,In Search of the Castaways
2077,The Incredible Journey
2078,The Negotiator
2079,The Parent Trap
2080,BASEketball
2081,Full Tilt Boogie
2082,The Governess
2083,Seventh Heaven
2084,Roger & Me
2085,The Purple Rose of Cairo
2086,Out of the Past
2087,Doctor Zhivago
2088,Fanny & Alexander
2089,The Trip to Bountiful
2090,Tender Mercies
2091,And the Band Played On
2092,The 'Burbs
2093,Fandango
2094,The Night Porter
2095,Mephisto
2096,Blue Velvet
2097,The Journey of Natty Gann
2098,The Jungle Book
2099,Kidnapped
2100,Lady and the Tramp
2101,Lady and the Tramp
2102,Lady and the Tramp
2103,The Little Mermaid
2104,The Little Mermaid
2105,The Mighty Ducks
2106,The Muppet Christmas Carol
2107,Newsies
2108,One Hundred and One Dalmatians
2109,One Hundred and One Dalmatians
2110,One Hundred and One Dalmatians
2111,One Magic Christmas
2112,Peter Pan
2113,Peter Pan
2114,Peter Pan
2115,Popeye
2116,The Rescuers Down Under
2117,The Rescuers Down Under
2118,The Rescuers
2119,The Rescuers
2120,The Rescuers
2121,Return from Witch Mountain
2122,The Return of Jafar
2123,The Return of Jafar
2124,The Return of Jafar
2125,Return to Oz
2126,The Rocketeer
2127,The Shaggy D.A.
2128,Sleeping Beauty
2129,Sleeping Beauty
2130,Sleeping Beauty
2131,Sleeping Beauty
