,movie_title,language,original_language
1004,Emma,English,en
1007,Emma,English,en
1008,Emma,Español,en
1009,The Crow: City of Angels,Français,en
1010,House Arrest,English,en
1012,Bordello of Blood,普通话,en
1013,Lotto Land,普通话,en
1014,The Story of Xinghua,English,en
1015,The Day the Sun Turned Cold,English,zh
1016,Flirt,English,en
1017,The Big Squeeze,English,en
1018,The Spitfire Grill,Tiếng Việt,en
1019,Escape from L.A.,English,en
1020,Cyclo,English,vi
1021,Basquiat,English,en
1022,Tin Cup,日本語,en
1023,Dingo,Français,en
1024,The Ballad of Narayama,Italiano,ja
1025,The Ballad of Narayama,English,ja
1027,Mille bolle blu,English,it
1028,Crows and Sparrows,Deutsch,en
1029,The Godfather,广州话 / 廣州話,en
1030,Maybe... Maybe Not,English,de
1031,Police Story 3: Supercop,日本語,cn
1032,Manny & Lo,English,en
1033,Wife,English,ja
1034,Wife,Pусский,ja
1035,Small Faces,English,en
1036,Bound,English,en
1037,Bound,English,en
1038,Carpool,English,en
1039,Death in Brunswick,English,en
1040,Kansas City,English,en
1041,Gone Fishin',普通话,en
1042,Lover's Knot,Deutsch,de
1043,Vive L'Amour,English,zh
1045,Killer: A Journal of Murder,广州话 / 廣州話,en
1046,Nothing to Lose,English,en
1047,Nothing to Lose,English,en
1049,Girls Town,English,en
1050,Girls Town,Français,en
1051,Bye-Bye,English,en
1052,The Relic,English,en
1053,The Island of Dr. Moreau,English,en
1054,The Island of Dr. Moreau,English,en
1056,The Trigger Effect,English,en
1057,Sweet Nothing,English,en
1058,Bogus,English,en
1059,Bulletproof,English,en
1060,Bulletproof,English,en
1061,Talk of Angels,Nederlands,en
1063,1-900,English,nl
1064,Baton Rouge,English,fr
1065,Halloween: The Curse of Michael Myers,English,en
1066,Twelfth Night,Deutsch,en
1067,Mother Night,Polski,en
1068,Liebelei,Français,de
1069,Venice,Español,en
1070,Wild Reeds,English,fr
1071,For Whom the Bell Tolls,English,en
1072,The Philadelphia Story,English,en
1073,Singin' in the Rain,English,en
1074,An American in Paris,English,en
1075,Funny Face,English,en
1076,Breakfast at Tiffany's,English,en
1077,Vertigo,English,en
1078,Rear Window,English,en
1080,It Happened One Night,English,en
1081,Gaslight,English,en
1082,Gaslight,English,en
1083,The Gay Divorcee,English,en
1084,North by Northwest,English,en
1085,The Apartment,English,en
1086,The Apartment,English,fr
1087,Some Like It Hot,Deutsch,en
1088,Charade,English,en
1089,Casablanca,English,en
1090,The Maltese Falcon,English,en
1091,The Maltese Falcon,English,en
1092,My Fair Lady,English,en
1093,Sabrina,Français,en
1094,Sabrina,English,en
1095,Roman Holiday,English,en
1096,The Little Princess,English,en
1097,Meet Me in St. Louis,English,en
1098,The Wizard of Oz,English,en
1099,The Wizard of Oz,English,en
1100,Gone with the Wind,English,en
1101,My Favorite Year,English,en
1102,Sunset Boulevard,English,en
1103,Citizen Kane,English,en
1104,2001: A Space Odyssey,English,en
1105,Golden Earrings,English,en
1106,All About Eve,English,en
1107,The Women,Nederlands,en
1108,The Women,English,en
1109,Rebecca,English,en
1110,Foreign Correspondent,English,en
1111,Notorious,English,en
1112,Notorious,English,en
1113,Spellbound,Français,en
1114,Spellbound,,en
1116,An Affair to Remember,Italiano,en
1117,To Catch a Thief,Français,en
1118,Father of the Bride,English,en
1119,Father of the Bride,English,en
1120,The Band Wagon,English,en
1121,Ninotchka,English,en
1122,Love in the Afternoon,English,en
1123,Love in the Afternoon,Français,fr
1124,Gigi,English,en
1125,Gigi,日本語,fr
1126,The Reluctant Debutante,English,it
1127,The Adventures of Robin Hood,English,en
1128,The Mark of Zorro,English,en
1129,The Mark of Zorro,Italiano,en
1130,Laura,English,en
1131,The Ghost and Mrs. Muir,English,en
1132,Lost Horizon,English,en
1133,Lost Horizon,日本語,es
1134,Top Hat,English,en
1135,To Be or Not to Be,English,en
1136,To Be or Not to Be,Français,en
1137,My Man Godfrey,English,en
1138,My Man Godfrey,English,en
1139,Giant,English,en
1140,Giant,English,es
1141,East of Eden,English,en
1142,The Thin Man,English,en
1143,His Girl Friday,English,en
1144,Around the World in Eighty Days,English,en
1145,It's a Wonderful Life,English,en
1146,Mr. Smith Goes to Washington,English,en
1147,Bringing Up Baby,English,en
1148,Penny Serenade,English,en
1149,The Scarlet Letter,English,en
1150,The Scarlet Letter,English,en
1151,The Scarlet Letter,English,en
1152,The Scarlet Letter,English,de
1153,Lady of Burlesque,English,en
1154,Of Human Bondage,English,en
1155,Angel on My Shoulder,English,en
1156,Little Lord Fauntleroy,English,en
1157,Little Lord Fauntleroy,English,en
1158,They Made Me a Criminal,English,en
1159,The Inspector General,English,en
1160,Angel and the Badman,English,en
1161,The 39 Steps,English,en
1162,The 39 Steps,English,en
1163,The 39 Steps,Español,en
1164,A Walk in the Sun,English,en
1165,The Outlaw,English,en
1166,Night of the Living Dead,Italiano,en
1167,Night of the Living Dead,English,en
1168,The African Queen,English,en
1169,Beat the Devil,English,en
1170,Cat on a Hot Tin Roof,English,en
1171,The Last Time I Saw Paris,English,en
1172,Meet John Doe,English,en
1173,Algiers,English,en
1174,Something to Sing About,English,en
1175,Something to Sing About,English,en
1177,A Farewell to Arms,English,en
1178,Moonlight Murder,广州话 / 廣州話,en
1179,Nothing Personal,English,en
1180,Nothing Personal,English,en
1181,"Yes, Madam",English,cn
1183,Picnic,English,en
1184,Picnic,English,ja
1186,The Pompatus of Love,English,en
1187,Small Wonders,English,en
1188,Fly Away Home,English,en
1189,Bliss,Deutsch,en
1190,Bliss,English,en
1191,Bliss,English,tr
1192,Grace of My Heart,English,en
1193,Brother of Sleep,English,de
1194,Maximum Risk,English,en
1195,Michael Collins,English,en
1196,The Rich Man's Wife,English,en
1197,Infinity,English,en
1198,Big Night,English,en
1199,Last Man Standing,English,en
1200,Last Man Standing,English,en
1201,Caught,English,en
1202,Caught,English,en
1203,Caught,Français,en
1205,Set It Off,English,en
1208,L'associé,English,en
1209,Ed's Next Move,English,en
1210,Extreme Measures,English,en
1211,The Glimmer Man,English,en
1212,D3: The Mighty Ducks,English,en
1213,The Chamber,Español,en
1214,The Apple Dumpling Gang,English,en
1215,"Davy Crockett, King of the Wild Frontier",Español,en
1216,Escape to Witch Mountain,English,en
1217,Escape to Witch Mountain,English,en
1218,The Love Bug,English,en
1220,Herbie Rides Again,English,en
1221,Old Yeller,English,en
1222,The Parent Trap,English,en
1223,The Parent Trap,English,en
1224,Pollyanna,English,en
1225,Pollyanna,English,en
1226,Homeward Bound: The Incredible Journey,English,en
1227,The Shaggy Dog,English,en
1228,The Shaggy Dog,Deutsch,en
1229,Swiss Family Robinson,English,en
1230,That Darn Cat!,English,en
1231,"20,000 Leagues Under the Sea",English,en
1232,"20,000 Leagues Under the Sea",English,en
1233,"20,000 Leagues Under the Sea",日本語,en
1235,Cool Runnings,English,en
1236,Angels in the Outfield,English,en
1237,Angels in the Outfield,English,en
1238,Cinderella,English,en
1240,Cinderella,Français,en
1241,Cinderella,English,en
1242,Cinderella,Français,en
1243,Cinderella,English,en
1245,Cinderella,Nederlands,en
1246,Cinderella,Nederlands,en
1247,Cinderella,,fr
1249,Winnie the Pooh and the Blustery Day,English,en
1250,The Three Caballeros,English,en
1251,The Sword in the Stone,English,en
1252,So Dear to My Heart,English,en
1253,Robin Hood: Prince of Thieves,English,en
1254,Mary Poppins,English,en
1255,Dumbo,English,en
1256,Pete's Dragon,English,en
1257,Pete's Dragon,English,en
1258,Bedknobs and Broomsticks,English,en
1259,Alice in Wonderland,English,en
1260,Alice in Wonderland,Deutsch,en
1261,Alice in Wonderland,English,en
1262,Alice in Wonderland,Deutsch,en
1263,Alice in Wonderland,English,en
1264,Alice in Wonderland,English,en
1265,Alice in Wonderland,English,en
1266,Alice in Wonderland,Pусский,ru
1267,Alice in Wonderland,Deutsch,en
1268,The Fox and the Hound,English,en
1269,Freeway,English,en
1270,Freeway,English,en
1271,The Sound of Music,English,en
1272,Die Hard,English,en
1273,The Lawnmower Man,English,en
1274,Unhook the Stars,English,en
1275,Synthetic Pleasures,English,en
1276,The Secret Agent,English,en
1277,Secrets & Lies,English,en
1278,That Thing You Do!,English,en
1279,To Gillian on Her 37th Birthday,English,en
1280,Surviving Picasso,English,en
1281,Love Is All There Is,English,en
1282,Beautiful Thing,English,en
1283,The Long Kiss Goodnight,English,en
1284,The Ghost and the Darkness,Italiano,en
1285,Looking for Richard,English,en
1286,Trees Lounge,English,en
1287,The Proprietor,English,en
1288,Normal Life,English,en
1289,Get on the Bus,Latin,en
1290,Shadow Conspiracy,English,en
1291,Jude,Español,en
1292,Everyone Says I Love You,English,en
1293,Bitter Sugar,English,es
1294,Romeo + Juliet,English,en
1295,Swingers,English,en
1296,Swingers,普通话,nl
1298,The Sunchaser,English,en
1299,Johns,English,en
1300,Aladdin and the King of Thieves,English,en
1301,The Woman in Question,English,en
1302,Shall We Dance,English,en
1303,A Damsel in Distress,English,en
1304,Crossfire,日本語,en
1305,"Murder, My Sweet",English,en
1306,Macao,English,en
1307,For the Moment,Français,en
1308,Willy Wonka & the Chocolate Factory,English,en
1309,The Sexual Life of the Belgians,English,it
1310,The Innocents,,en
1311,The Innocents,English,fr
1312,The Innocents,Deutsch,fr
1313,Sleeper,English,en
1314,Bananas,English,en
1315,A Fish Called Wanda,English,en
1316,Life of Brian,English,en
1317,Victor/Victoria,English,en
1318,The Candidate,English,en
1319,The Candidate,English,da
1320,The Great Race,English,en
1321,Bonnie and Clyde,English,en
1322,The Old Man and the Sea,Italiano,en
1323,The Old Man and the Sea,Deutsch,en
1324,The Old Man and the Sea,English,ru
1325,Dial M for Murder,English,en
1326,Madame Butterfly,English,en
1327,Dirty Dancing,English,en
1328,Dirty Dancing,Français,en
1329,Reservoir Dogs,English,en
1330,Platoon,English,en
1331,Weekend at Bernie's,English,en
1332,Basic Instinct,English,en
1333,The Doors,English,en
1334,The Crying Game,Český,en
1335,Glengarry Glen Ross,English,en
1336,Sophie's Choice,English,en
1337,E.T. the Extra-Terrestrial,English,en
1338,The Search for One-eye Jimmy,English,en
1339,A Christmas Carol,English,en
1340,A Christmas Carol,English,en
1341,A Christmas Carol,Deutsch,en
1342,A Christmas Carol,English,en
1343,A Christmas Carol,Português,en
1344,A Christmas Carol,English,en
1345,A Christmas Carol,Italiano,en
1346,Days of Thunder,English,en
1347,Top Gun,English,en
1348,American Strays,English,en
1349,Rebel Without a Cause,English,en
1350,A Streetcar Named Desire,English,en
1351,A Streetcar Named Desire,Français,en
1353,Children of the Corn IV: The Gathering,Deutsch,en
1354,The Leopard Son,български език,en
1355,Charm's  Incidents,Français,de
1356,Bird of Prey,English,es
1357,Microcosmos,English,fr
1358,Palookaville,Italiano,en
1360,The Funeral,Français,en
1361,The Funeral,Español,ja
1362,The Sleepover,Français,en
1363,A Single Girl,English,fr
1364,The Eighth Day,English,fr
1365,The Eighth Day,English,sv
1366,North Star,English,en
1367,Drunks,English,en
1369,Glory Daze,English,en
1370,A Perfect Candidate,English,en
1371,On Golden Pond,English,en
1372,The Return of the Pink Panther,English,en
1373,Drop Dead Fred,English,en
1374,The Abyss,English,en
1375,The Abyss,日本語,da
1376,The Fog,English,en
1377,The Fog,English,en
1379,Escape from New York,Italiano,en
1380,The Howling,Français,en
1381,Jean de Florette,Español,fr
1382,Manon of the Spring,English,fr
1383,Manon of the Spring,Español,fr
1384,Johnny 100 Pesos,Français,es
1385,Private Benjamin,English,en
1387,Hustler White,English,en
1389,Everything Relative,Français,en
1391,Three Lives and Only One Death,English,en
1393,Snowriders,English,de
1394,Curtis's Charm,English,en
1395,When We Were Kings,Pусский,en
1396,The Wrong Trousers,Français,en
1397,JLG/JLG: Self-Portrait in December,Český,fr
1398,The Return of Martin Guerre,English,fr
1399,Faust,English,cs
1400,Faust,English,de
1402,Faust,English,de
1403,He Walked by Night,English,en
1404,Raw Deal,Italiano,en
1405,Raw Deal,English,en
1406,T-Men,Français,en
1409,Here Comes Cookie,English,en
1410,Love In Bloom,Deutsch,en
1411,Six of a Kind,Latin,en
1413,The Ruling Class,Français,en
1415,2 or 3 Things I Know About Her,English,fr
1416,The Bloody Child,English,en
1417,Dear God,English,en
1418,Bad Moon,English,en
1419,American Dream,English,en
1420,Best of the Best 3: No Turning Back,Italiano,en
1421,Bob Roberts,English,en
1422,Cinema Paradiso,English,it
1423,"The Cook, the Thief, His Wife & Her Lover",Français,en
1424,Dead Tired,Français,fr
1425,Delicatessen,English,fr
1426,The Double Life of Veronique,English,fr
1427,Enchanted April,English,en
1428,Enchanted April,English,en
1429,Paths of Glory,English,en
1430,The Grifters,English,en
1431,Hear My Song,Deutsch,en
1432,The Shooter,ελληνικά,en
1433,The English Patient,English,en
1434,Mediterraneo,English,it
1435,My Left Foot: The Story of Christy Brown,English,en
1436,"Sex, Lies, and Videotape",Español,en
1437,Passion Fish,English,en
1438,Strictly Ballroom,Español,en
1439,The Thin Blue Line,English,en
1440,Tie Me Up! Tie Me Down!,English,es
1441,Madonna: Truth or Dare,English,en
1442,Paris is Burning,English,en
1443,One Flew Over the Cuckoo's Nest,English,en
1444,Up in Smoke,English,en
1445,The Empire Strikes Back,English,en
1446,The Princess Bride,English,en
1447,Raiders of the Lost Ark,English,en
1448,Brazil,Italiano,en
1449,Aliens,English,en
1450,"The Good, the Bad and the Ugly",English,it
1451,Withnail & I,العربية,en
1452,12 Angry Men,English,en
1453,12 Angry Men,Bahasa indonesia,en
1454,Lawrence of Arabia,English,en
1455,A Clockwork Orange,,en
1456,To Kill a Mockingbird,English,en
1457,Apocalypse Now,English,en
1458,Once Upon a Time in the West,English,it
1459,Return of the Jedi,English,en
1460,Wings of Desire,Italiano,de
1461,The Third Man,English,en
1462,GoodFellas,English,en
1463,Alien,English,en
1464,Army of Darkness,日本語,en
1465,The Big Blue,广州话 / 廣州話,fr
1466,Ran,English,ja
1467,The Killer,English,cn
1468,Psycho,English,en
1469,Psycho,English,en
1470,The Blues Brothers,English,en
1471,The Godfather: Part II,English,en
1472,Full Metal Jacket,English,en
1473,A Grand Day Out,English,en
1474,Henry V,English,en
1475,Henry V,English,en
1476,Amadeus,English,en
1477,The Quiet Man,English,en
1478,Once Upon a Time in America,English,en
1479,Raging Bull,English,en
1480,Annie Hall,Pусский,en
1481,The Right Stuff,Deutsch,en
1482,Stalker,English,ru
1483,Stalker,English,en
1484,Das Boot,English,de
1485,The Sting,English,en
1486,Harold and Maude,svenska,en
1487,Trust,English,en
1488,Trust,English,en
1489,The Seventh Seal,English,sv
1490,Local Hero,English,en
1491,The Terminator,English,en
1492,Braindead,English,en
1493,Glory,English,en
1494,Rosencrantz & Guildenstern Are Dead,,en
1495,Manhattan,English,en
1496,Miller's Crossing,English,en
1497,Dead Poets Society,English,en
1498,The Graduate,English,en
1499,Touch of Evil,日本語,en
1500,La Femme Nikita,Deutsch,fr
1501,The Bridge on the River Kwai,Español,en
1502,8½,English,it
1503,Chinatown,English,en
1504,The Day the Earth Stood Still,English,en
1505,The Day the Earth Stood Still,Español,en
1506,The Treasure of the Sierra Madre,English,en
1507,Bad Taste,English,en
1508,Duck Soup,English,en
1509,Better Off Dead...,English,en
1510,The Shining,Deutsch,en
1511,Stand by Me,English,en
